task_priority,task_duration,deadline_hours,slot_start_hour,slot_duration,preferred_start_hour,day_of_week,is_weekend,repeated_task,reminder_exists,category,duration_fit,user_available,before_deadline,valid_slot,preferred_time_match,priority_score,deadline_pressure,duration_efficiency,suitability_score
2,45,121,10,180,13,4,0,0,0,4,1,1,1,1,0.4723665527410147,0.4,0.27976190476190477,0.25,0.3731310654541595
5,45,143,9,45,18,2,1,0,0,5,1,1,1,1,0.10539922456186433,1.0,0.14880952380952384,1.0,0.4947611237327726
2,45,166,7,60,9,4,0,0,0,0,1,1,1,1,0.6065306597126334,0.4,0.011904761904761862,0.75,0.3734220048622866
2,120,115,8,120,9,1,1,1,0,0,1,1,1,1,0.7788007830714049,0.4,0.31547619047619047,1.0,0.5103989245702144
5,90,108,7,150,20,6,0,0,1,5,1,1,1,1,0.06392786120670757,1.0,0.3571428571428571,0.6,0.5147605409936554
4,60,144,8,180,11,3,0,0,0,0,1,1,1,1,0.4723665527410147,0.8,0.1428571428571429,0.3333333333333333,0.4324719379724324
5,45,83,7,180,7,6,0,0,0,0,1,1,1,1,1.0,1.0,0.5059523809523809,0.25,0.7339582736291035
3,30,67,7,120,13,5,1,1,1,3,1,1,1,1,0.22313016014842982,0.6,0.6011904761904762,0.25,0.49258694438149253
4,60,88,7,150,18,2,1,1,0,4,1,1,1,1,0.06392786120670757,0.8,0.47619047619047616,0.4,0.4965102990330462
3,120,97,6,120,14,1,0,0,0,4,1,1,1,1,0.1353352832366127,0.6,0.42261904761904767,1.0,0.42229867233243507
4,90,84,6,180,9,1,0,1,0,4,1,1,1,1,0.4723665527410147,0.8,0.5,0.5,0.6549031531002526
3,60,142,8,150,17,6,1,0,0,3,1,1,1,1,0.10539922456186433,0.6,0.15476190476190477,0.4,0.3211930268724638
4,120,112,6,150,11,5,0,1,0,2,1,1,1,1,0.2865047968601901,0.8,0.33333333333333337,0.8,0.5195871399323889
3,90,122,9,180,16,1,0,0,1,2,1,1,1,1,0.17377394345044514,0.6,0.27380952380952384,0.5,0.3752306654125093
1,30,155,8,180,10,4,0,0,1,5,1,1,1,1,0.6065306597126334,0.2,0.07738095238095233,0.16666666666666666,0.29022738512273005
2,60,96,9,150,8,6,1,0,1,5,1,1,1,1,0.7788007830714049,0.4,0.4285714285714286,0.4,0.5300709037886152
3,60,97,6,180,12,3,0,0,0,1,1,1,1,1,0.22313016014842982,0.6,0.42261904761904767,0.3333333333333333,0.416857757048936
3,90,151,10,120,18,4,1,0,0,0,1,1,1,1,0.1353352832366127,0.6,0.10119047619047616,0.75,0.26044962072577127
3,30,110,10,60,11,5,1,0,0,3,1,1,1,1,0.7788007830714049,0.6,0.34523809523809523,0.5,0.4486864738398943
1,60,107,7,150,6,5,0,0,1,5,1,1,1,1,0.7788007830714049,0.2,0.36309523809523814,0.4,0.39733699218822627
3,30,41,7,180,16,0,0,0,1,0,1,1,1,1,0.10539922456186433,0.6,0.7559523809523809,0.16666666666666666,0.5196743516352439
1,30,163,10,120,20,3,1,0,0,2,1,1,1,1,0.0820849986238988,0.2,0.029761904761904767,0.25,0.1304757347793606
5,30,150,11,150,21,5,0,0,1,0,1,1,1,1,0.0820849986238988,1.0,0.1071428571428571,0.2,0.45350530065478706
4,45,97,6,45,21,0,0,0,0,1,1,1,1,1,0.10539922456186433,0.8,0.42261904761904767,1.0,0.4897948118880584
4,60,84,7,180,17,4,1,0,0,5,1,1,1,1,0.0820849986238988,0.8,0.5,0.3333333333333333,0.45787779304323406
4,180,152,7,180,8,4,0,1,1,1,1,1,1,1,0.7788007830714049,0.8,0.09523809523809523,1.0,0.583823564311049
5,30,45,7,30,15,5,0,0,0,3,1,1,1,1,0.1353352832366127,1.0,0.7321428571428572,1.0,0.6360046182294347
4,60,158,8,90,20,2,1,0,0,1,1,1,1,1,0.049787068367863944,0.8,0.059523809523809534,0.6666666666666666,0.3407950546990269
3,45,162,11,120,10,4,1,0,0,2,1,1,1,1,0.7788007830714049,0.6,0.0357142857142857,0.375,0.4364360622669127
5,30,110,7,90,9,6,0,0,0,3,1,1,1,1,0.6065306597126334,1.0,0.34523809523809523,0.3333333333333333,0.6517127509551855
2,60,124,8,60,8,2,1,0,0,3,1,1,1,1,1.0,0.4,0.26190476190476186,1.0,0.5276689819321255
4,30,139,6,150,13,0,1,1,1,3,1,1,1,1,0.17377394345044514,0.8,0.17261904761904767,0.2,0.46599495111284345
4,30,100,6,180,14,2,1,0,0,2,1,1,1,1,0.1353352832366127,0.8,0.40476190476190477,0.16666666666666666,0.4146884413424663
1,30,158,9,60,16,1,0,1,0,4,1,1,1,1,0.17377394345044514,0.2,0.059523809523809534,0.5,0.14265274471109313
2,30,104,7,120,16,5,0,0,1,1,1,1,1,1,0.10539922456186433,0.4,0.38095238095238093,0.25,0.2856790416282353
4,45,144,9,60,9,4,0,0,0,2,1,1,1,1,1.0,0.8,0.1428571428571429,0.75,0.6538740407912265
3,120,111,8,120,21,3,1,0,1,0,1,1,1,1,0.06392786120670757,0.6,0.3392857142857143,1.0,0.3844470279921955
4,45,128,6,45,16,3,0,0,0,4,1,1,1,1,0.0820849986238988,0.8,0.23809523809523814,1.0,0.46209185647474327
1,30,168,9,180,21,0,0,0,1,3,1,1,1,1,0.049787068367863944,0.2,0.0,0.16666666666666666,0.1375354475060206
4,30,80,6,180,12,3,1,0,0,0,1,1,1,1,0.22313016014842982,0.8,0.5238095238095238,0.16666666666666666,0.5466118258679545
5,30,93,7,150,12,1,1,0,0,2,1,1,1,1,0.2865047968601901,1.0,0.4464285714285714,0.2,0.5674774225872469
1,45,91,7,60,21,5,0,0,1,1,1,1,1,1,0.0820849986238988,0.2,0.45833333333333337,0.75,0.2886888524720703
5,45,127,8,60,17,6,1,1,0,0,1,1,1,1,0.10539922456186433,1.0,0.24404761904761907,0.75,0.4614218375783488
5,30,145,9,150,16,3,1,1,0,2,1,1,1,1,0.17377394345044514,1.0,0.13690476190476186,0.2,0.49429194163236895
1,30,92,6,90,6,1,1,0,0,1,1,1,1,1,1.0,0.2,0.45238095238095233,0.3333333333333333,0.5036079964824814
4,30,146,9,45,9,5,0,0,0,2,1,1,1,1,1.0,0.8,0.13095238095238093,0.6666666666666666,0.5672267531455089
3,30,155,6,45,18,3,0,0,1,3,1,1,1,1,0.049787068367863944,0.6,0.07738095238095233,0.6666666666666666,0.2872485696887906
4,90,166,11,120,10,4,0,0,0,4,1,1,1,1,0.7788007830714049,0.8,0.011904761904761862,0.75,0.5379781222574337
1,45,77,7,180,18,5,1,0,0,0,1,1,1,1,0.06392786120670757,0.2,0.5416666666666667,0.25,0.27494118363745346
4,30,148,6,60,22,6,1,1,1,0,1,1,1,1,0.1353352832366127,0.8,0.11904761904761907,0.5,0.398552397811241
5,30,152,7,45,12,4,0,0,1,4,1,1,1,1,0.2865047968601901,1.0,0.09523809523809523,0.6666666666666666,0.49099550148866766
2,60,65,6,120,12,3,1,0,0,3,1,1,1,1,0.22313016014842982,0.4,0.6130952380952381,0.5,0.42324854208209695
3,60,120,9,90,9,1,0,0,1,4,1,1,1,1,1.0,0.6,0.2857142857142857,0.6666666666666666,0.6027617670421137
1,30,163,9,180,15,0,0,1,0,0,1,1,1,1,0.22313016014842982,0.2,0.029761904761904767,0.16666666666666666,0.1572404508272174
4,90,126,6,180,14,6,0,1,1,0,1,1,1,1,0.1353352832366127,0.8,0.25,0.5,0.4723653708726322
3,30,112,9,30,10,5,1,0,1,1,1,1,1,1,0.7788007830714049,0.6,0.33333333333333337,1.0,0.5827948307637194
1,45,53,6,180,17,0,1,1,1,3,1,1,1,1,0.06392786120670757,0.2,0.6845238095238095,0.25,0.3511445373229555
3,45,102,7,45,14,2,0,1,0,5,1,1,1,1,0.17377394345044514,0.6,0.3928571428571429,1.0,0.41989611185796893
2,45,168,12,150,17,3,0,0,1,4,1,1,1,1,0.2865047968601901,0.4,0.0,0.3,0.2581500533696047
1,120,155,6,120,14,1,1,0,1,5,1,1,1,1,0.1353352832366127,0.2,0.07738095238095233,1.0,0.19182360245394148
1,30,55,6,150,20,1,1,0,0,4,1,1,1,1,0.0820849986238988,0.2,0.6726190476190477,0.2,0.2873090366030989
2,90,135,9,90,7,6,0,1,0,2,1,1,1,1,0.6065306597126334,0.4,0.1964285714285714,1.0,0.4682806126083459
1,30,62,7,30,11,2,1,0,1,4,1,1,1,1,0.36787944117144233,0.2,0.6309523809523809,1.0,0.39758921691100546
1,30,71,6,60,10,2,0,0,0,1,1,1,1,1,0.36787944117144233,0.2,0.5773809523809523,0.5,0.3254825458316354
1,45,82,7,180,19,3,1,0,1,0,1,1,1,1,0.049787068367863944,0.2,0.5119047619047619,0.25,0.21588149284168517
4,90,106,6,150,6,3,1,1,0,3,1,1,1,1,1.0,0.8,0.36904761904761907,0.6,0.6695117870574943
1,45,155,7,120,18,5,1,0,1,5,1,1,1,1,0.06392786120670757,0.2,0.07738095238095233,0.375,0.1638941684825046
5,45,147,7,180,13,3,0,0,0,1,1,1,1,1,0.22313016014842982,1.0,0.125,0.25,0.46431029178408334
4,30,67,6,150,18,6,1,1,0,5,1,1,1,1,0.049787068367863944,0.8,0.6011904761904762,0.2,0.48447963424408425
4,60,147,9,90,22,1,1,0,1,0,1,1,1,1,0.06392786120670757,0.8,0.125,0.6666666666666666,0.3937489548634732
5,90,129,8,120,21,6,1,1,0,4,1,1,1,1,0.06392786120670757,1.0,0.2321428571428571,0.75,0.5577214505619001
5,30,149,8,90,7,3,1,1,0,0,1,1,1,1,0.7788007830714049,1.0,0.11309523809523814,0.3333333333333333,0.5981306301436892
3,45,100,8,150,7,1,1,1,0,4,1,1,1,1,0.7788007830714049,0.6,0.40476190476190477,0.3,0.5934401929943723
2,45,155,6,90,16,4,1,0,0,1,1,1,1,1,0.0820849986238988,0.4,0.07738095238095233,0.5,0.20398530728750627
2,45,149,6,90,12,4,1,0,0,0,1,1,1,1,0.22313016014842982,0.4,0.11309523809523814,0.5,0.26077695341471147
4,60,142,7,120,15,5,1,0,0,5,1,1,1,1,0.1353352832366127,0.8,0.15476190476190477,0.5,0.4368662472352046
2,45,112,9,45,13,0,1,1,1,4,1,1,1,1,0.36787944117144233,0.4,0.33333333333333337,1.0,0.4701327379038839
3,180,88,6,180,15,0,1,0,0,3,1,1,1,1,0.10539922456186433,0.6,0.47619047619047616,1.0,0.4089183117034953
4,120,128,7,150,7,1,0,0,1,2,1,1,1,1,1.0,0.8,0.23809523809523814,0.8,0.6561802580077885
5,30,133,10,60,19,1,0,0,0,0,1,1,1,1,0.10539922456186433,1.0,0.20833333333333337,0.5,0.5379955667384873
4,90,149,10,180,12,0,0,0,0,3,1,1,1,1,0.6065306597126334,0.8,0.11309523809523814,0.5,0.46554689458519044
5,90,76,6,180,10,3,0,0,1,1,1,1,1,1,0.36787944117144233,1.0,0.5476190476190477,0.5,0.6582838783082767
1,45,162,12,150,20,6,1,0,1,4,1,1,1,1,0.1353352832366127,0.2,0.0357142857142857,0.3,0.1710869026020239
3,45,31,6,45,21,1,0,0,0,1,1,1,1,1,0.10539922456186433,0.6,0.8154761904761905,1.0,0.5612167158079382
1,60,118,9,60,20,4,0,0,1,5,1,1,1,1,0.06392786120670757,0.2,0.29761904761904767,1.0,0.24085936828806329
4,60,130,7,180,14,0,1,0,0,5,1,1,1,1,0.17377394345044514,0.8,0.22619047619047616,0.3333333333333333,0.3963012048232525
3,30,120,10,120,20,5,1,0,0,3,1,1,1,1,0.0820849986238988,0.6,0.2857142857142857,0.25,0.34783818572218683
5,30,48,6,30,9,5,0,1,0,4,1,1,1,1,0.4723665527410147,1.0,0.7142857142857143,1.0,0.7506800216650704
3,30,37,7,90,16,4,0,0,0,0,1,1,1,1,0.10539922456186433,0.6,0.7797619047619048,0.3333333333333333,0.4969534633518572
2,30,104,8,150,10,3,1,1,0,0,1,1,1,1,0.6065306597126334,0.4,0.38095238095238093,0.2,0.46533901012994244
1,60,122,7,150,18,5,0,0,0,4,1,1,1,1,0.06392786120670757,0.2,0.27380952380952384,0.4,0.2106085901120326
5,30,119,9,150,17,5,1,0,0,0,1,1,1,1,0.1353352832366127,1.0,0.29166666666666663,0.2,0.4871324522175756
5,45,79,6,90,11,6,1,0,0,1,1,1,1,1,0.2865047968601901,1.0,0.5297619047619048,0.5,0.60357544336754
5,60,149,6,90,11,0,1,0,1,4,1,1,1,1,0.2865047968601901,1.0,0.11309523809523814,0.6666666666666666,0.5295184717565241
3,30,162,8,30,21,6,0,0,0,5,1,1,1,1,0.06392786120670757,0.6,0.0357142857142857,1.0,0.2765142404054103
5,60,73,6,90,16,0,1,0,0,5,1,1,1,1,0.0820849986238988,1.0,0.5654761904761905,0.6666666666666666,0.5794408711485676
4,120,97,8,150,16,3,0,0,1,1,1,1,1,1,0.1353352832366127,0.8,0.42261904761904767,0.8,0.4812717710797381
5,45,79,8,60,6,4,0,1,1,1,1,1,1,1,0.6065306597126334,1.0,0.5297619047619048,0.75,0.7380841103490253
3,30,154,10,45,19,1,0,0,0,5,1,1,1,1,0.10539922456186433,0.6,0.08333333333333337,0.6666666666666666,0.2983009761223602
2,60,107,9,60,12,0,0,0,0,1,1,1,1,1,0.4723665527410147,0.4,0.36309523809523814,1.0,0.47739467322720064
1,120,150,9,120,14,6,1,1,0,3,1,1,1,1,0.2865047968601901,0.2,0.1071428571428571,1.0,0.24010165319805782
5,45,79,8,120,11,3,0,0,0,0,1,1,1,1,0.4723665527410147,1.0,0.5297619047619048,0.375,0.5994255151135021
4,90,141,9,90,6,3,0,0,0,1,1,1,1,1,0.4723665527410147,0.8,0.1607142857142857,1.0,0.4645899676243731
2,30,134,8,180,14,0,0,0,1,3,1,1,1,1,0.22313016014842982,0.4,0.20238095238095233,0.16666666666666666,0.3117554619636254
1,60,87,6,150,20,6,1,0,1,2,1,1,1,1,0.0820849986238988,0.2,0.4821428571428571,0.4,0.21685592949063798
1,30,64,7,30,14,6,0,0,0,0,1,1,1,1,0.17377394345044514,0.2,0.6190476190476191,1.0,0.3509247464486221
5,120,136,7,150,15,1,1,0,0,5,1,1,1,1,0.1353352832366127,1.0,0.19047619047619047,0.8,0.4746942762465345
1,150,117,8,180,9,4,0,1,0,0,1,1,1,1,0.7788007830714049,0.2,0.3035714285714286,0.8333333333333334,0.41826705564081
4,45,143,8,150,10,1,1,0,1,0,1,1,1,1,0.6065306597126334,0.8,0.14880952380952384,0.3,0.49586581846925537
1,60,79,6,120,22,4,1,0,1,4,1,1,1,1,0.1353352832366127,0.2,0.5297619047619048,0.5,0.3375871356514545
1,120,152,6,120,16,5,1,1,1,3,1,1,1,1,0.0820849986238988,0.2,0.09523809523809523,1.0,0.1968205138707374
3,30,100,8,60,10,6,1,0,0,1,1,1,1,1,0.6065306597126334,0.6,0.40476190476190477,0.5,0.5055790430811047
1,45,161,10,90,11,3,0,0,0,3,1,1,1,1,0.7788007830714049,0.2,0.04166666666666663,0.5,0.28402828090321286
3,60,108,7,180,10,0,1,0,0,5,1,1,1,1,0.4723665527410147,0.6,0.3571428571428571,0.3333333333333333,0.4451875657197755
3,60,65,7,180,9,1,0,1,0,4,1,1,1,1,0.6065306597126334,0.6,0.6130952380952381,0.3333333333333333,0.5898815741621017
3,45,163,7,180,13,6,0,0,0,3,1,1,1,1,0.22313016014842982,0.6,0.029761904761904767,0.25,0.29360094494787503
1,60,131,8,90,8,5,1,0,1,3,1,1,1,1,1.0,0.2,0.22023809523809523,0.6666666666666666,0.4368202056081256
2,60,161,6,120,10,2,1,0,1,2,1,1,1,1,0.36787944117144233,0.4,0.04166666666666663,0.5,0.25137881505149096
3,45,162,7,180,11,4,0,0,1,3,1,1,1,1,0.36787944117144233,0.6,0.0357142857142857,0.25,0.35302607303818634
3,30,110,9,45,11,2,1,1,0,0,1,1,1,1,0.6065306597126334,0.6,0.34523809523809523,0.6666666666666666,0.5061492228602279
2,150,148,6,150,17,6,0,1,0,3,1,1,1,1,0.06392786120670757,0.4,0.11904761904761907,1.0,0.2720218612357882
3,30,83,7,120,10,2,0,0,1,2,1,1,1,1,0.4723665527410147,0.6,0.5059523809523809,0.25,0.5180250147465741
2,30,128,9,90,11,0,1,0,1,1,1,1,1,1,0.6065306597126334,0.4,0.23809523809523814,0.3333333333333333,0.3795380621417861
1,30,145,10,120,15,5,0,0,1,2,1,1,1,1,0.2865047968601901,0.2,0.13690476190476186,0.25,0.21209038408459793
1,30,151,6,120,11,2,0,0,0,1,1,1,1,1,0.2865047968601901,0.2,0.10119047619047616,0.25,0.1860720459652646
1,45,165,10,120,18,0,0,0,0,2,1,1,1,1,0.1353352832366127,0.2,0.017857142857142905,0.375,0.09625445805398031
3,60,149,10,120,16,5,0,1,1,3,1,1,1,1,0.22313016014842982,0.6,0.11309523809523814,0.5,0.34839798215405904
3,90,168,9,180,8,5,0,0,1,1,1,1,1,1,0.7788007830714049,0.6,0.0,0.5,0.4150236390821456
5,120,75,6,180,22,0,0,1,0,2,1,1,1,1,0.1353352832366127,1.0,0.5535714285714286,0.6666666666666666,0.6429749115130894
4,30,62,7,180,12,3,0,0,0,0,1,1,1,1,0.2865047968601901,0.8,0.6309523809523809,0.16666666666666666,0.528324906801343
4,60,165,8,90,17,5,1,1,1,1,1,1,1,1,0.10539922456186433,0.8,0.017857142857142905,0.6666666666666666,0.3987258575395446
5,30,165,12,150,19,5,0,0,0,3,1,1,1,1,0.17377394345044514,1.0,0.017857142857142905,0.2,0.4331648530600507
4,45,102,8,180,14,4,1,0,0,5,1,1,1,1,0.22313016014842982,0.8,0.3928571428571429,0.25,0.46007510301640997
3,30,38,6,150,20,2,1,0,1,2,1,1,1,1,0.0820849986238988,0.6,0.7738095238095238,0.2,0.4674944885611184
1,90,165,6,120,14,6,1,0,1,0,1,1,1,1,0.1353352832366127,0.2,0.017857142857142905,0.75,0.1938536898419278
1,90,139,8,180,14,2,1,0,0,3,1,1,1,1,0.22313016014842982,0.2,0.17261904761904767,0.5,0.1915157489141936
4,120,73,6,120,22,6,1,0,1,4,1,1,1,1,0.1353352832366127,0.8,0.5654761904761905,1.0,0.5387408242311906
4,45,134,9,150,15,4,1,0,1,3,1,1,1,1,0.22313016014842982,0.8,0.20238095238095233,0.3,0.4732969115573254
3,90,103,7,180,18,0,0,0,0,3,1,1,1,1,0.06392786120670757,0.6,0.38690476190476186,0.5,0.3747735560583395
2,60,134,8,120,14,6,1,0,1,0,1,1,1,1,0.22313016014842982,0.4,0.20238095238095233,0.5,0.3057483432425962
5,45,141,11,90,21,3,1,0,1,1,1,1,1,1,0.0820849986238988,1.0,0.1607142857142857,0.5,0.4666672227336249
2,60,152,11,120,11,5,1,0,0,0,1,1,1,1,1.0,0.4,0.09523809523809523,0.5,0.3903857921420786
4,30,110,9,150,21,6,1,0,0,3,1,1,1,1,0.049787068367863944,0.8,0.34523809523809523,0.2,0.40609744564221456
3,60,129,7,180,10,0,0,0,0,1,1,1,1,1,0.4723665527410147,0.6,0.2321428571428571,0.3333333333333333,0.4178512736734969
4,120,165,9,120,15,0,0,0,0,4,1,1,1,1,0.22313016014842982,0.8,0.017857142857142905,1.0,0.40214279050942825
2,30,167,10,120,21,4,1,1,1,2,1,1,1,1,0.06392786120670757,0.4,0.005952380952380931,0.25,0.2287423374382446
2,30,74,6,150,21,0,1,0,0,0,1,1,1,1,0.10539922456186433,0.4,0.5595238095238095,0.2,0.35870513227690354
5,45,150,7,180,12,2,0,0,0,1,1,1,1,1,0.2865047968601901,1.0,0.1071428571428571,0.25,0.47159817940981663
4,30,145,10,60,14,3,1,1,1,0,1,1,1,1,0.36787944117144233,0.8,0.13690476190476186,0.5,0.46070028805368446
3,180,148,8,180,16,4,0,0,1,5,1,1,1,1,0.1353352832366127,0.6,0.11904761904761907,1.0,0.36942929594568436
4,30,66,7,90,10,5,0,0,0,4,1,1,1,1,0.4723665527410147,0.8,0.6071428571428572,0.3333333333333333,0.6050113378023382
1,180,75,6,180,10,6,0,0,1,2,1,1,1,1,0.36787944117144233,0.2,0.5535714285714286,1.0,0.42554147629600525
1,45,118,6,45,8,2,1,0,1,1,1,1,1,1,0.6065306597126334,0.2,0.29761904761904767,1.0,0.3715280322888338
4,150,89,6,180,15,0,0,0,1,1,1,1,1,1,0.10539922456186433,0.8,0.47023809523809523,0.8333333333333334,0.5024677891159947
4,45,133,7,60,18,6,1,1,0,1,1,1,1,1,0.06392786120670757,0.8,0.20833333333333337,0.75,0.40561675889961785
1,180,146,7,180,19,1,0,0,0,1,1,1,1,1,0.049787068367863944,0.2,0.13095238095238093,1.0,0.12470698312981213
1,45,158,7,180,13,0,0,0,1,0,1,1,1,1,0.22313016014842982,0.2,0.059523809523809534,0.25,0.226639505861654
3,90,85,6,120,21,3,1,0,1,2,1,1,1,1,0.10539922456186433,0.6,0.49404761904761907,0.75,0.4559572385809611
4,60,148,9,120,16,1,1,0,1,4,1,1,1,1,0.17377394345044514,0.8,0.11904761904761907,0.5,0.3845914883616414
1,90,164,7,150,6,0,1,1,0,3,1,1,1,1,0.7788007830714049,0.2,0.023809523809523836,0.6,0.30916718552337935
1,30,165,12,90,20,4,1,0,0,1,1,1,1,1,0.1353352832366127,0.2,0.017857142857142905,0.3333333333333333,0.1294700021168124
1,30,160,8,30,12,1,1,0,1,3,1,1,1,1,0.36787944117144233,0.2,0.04761904761904767,1.0,0.2096056676223775
5,90,123,6,150,7,4,0,0,0,3,1,1,1,1,0.7788007830714049,1.0,0.2678571428571429,0.6,0.6085044486774472
4,60,102,9,90,22,2,1,1,0,5,1,1,1,1,0.06392786120670757,0.8,0.3928571428571429,0.6666666666666666,0.46738907520396666
5,45,154,9,60,12,0,0,0,0,2,1,1,1,1,0.4723665527410147,1.0,0.08333333333333337,0.75,0.5253128438487031
3,30,83,8,45,18,2,0,0,1,4,1,1,1,1,0.0820849986238988,0.6,0.5059523809523809,0.6666666666666666,0.40988338955539294
4,30,98,7,120,14,3,0,0,0,1,1,1,1,1,0.17377394345044514,0.8,0.41666666666666663,0.25,0.46385338986357294
2,45,164,7,150,22,0,0,1,0,3,1,1,1,1,0.10539922456186433,0.4,0.023809523809523836,0.3,0.2354628337877309
4,60,80,7,180,14,0,1,0,0,1,1,1,1,1,0.17377394345044514,0.8,0.5238095238095238,0.3333333333333333,0.5489762426207233
2,45,92,9,180,8,2,0,0,0,3,1,1,1,1,0.7788007830714049,0.4,0.45238095238095233,0.25,0.4659030245181772
1,90,133,8,180,7,2,0,0,0,1,1,1,1,1,0.7788007830714049,0.2,0.20833333333333337,0.5,0.3927577042550429
1,60,123,9,90,20,3,1,0,0,0,1,1,1,1,0.06392786120670757,0.2,0.2678571428571429,0.6666666666666666,0.18442017860627158
3,45,133,9,60,17,3,1,0,1,0,1,1,1,1,0.1353352832366127,0.6,0.20833333333333337,0.75,0.3479728650193109
2,150,133,9,150,9,0,1,0,0,4,1,1,1,1,1.0,0.4,0.20833333333333337,1.0,0.4910146793161359
5,90,82,7,90,14,1,0,0,0,2,1,1,1,1,0.17377394345044514,1.0,0.5119047619047619,1.0,0.6079478482065248
3,60,126,8,150,6,5,0,1,1,3,1,1,1,1,0.6065306597126334,0.6,0.25,0.4,0.5814806495891036
5,30,124,6,120,17,3,1,1,0,1,1,1,1,1,0.06392786120670757,1.0,0.26190476190476186,0.25,0.4716866735774976
2,30,168,6,120,9,2,1,0,0,0,1,1,1,1,0.4723665527410147,0.4,0.0,0.25,0.30481175247180625
5,30,38,6,90,14,5,1,0,1,4,1,1,1,1,0.1353352832366127,1.0,0.7738095238095238,0.3333333333333333,0.6505481884401173
1,45,160,8,180,18,1,1,1,1,3,1,1,1,1,0.0820849986238988,0.2,0.04761904761904767,0.25,0.17282278484748825
5,45,45,7,90,18,0,1,0,1,1,1,1,1,1,0.06392786120670757,1.0,0.7321428571428572,0.5,0.6126635434746182
1,120,168,6,150,12,2,0,0,0,0,1,1,1,1,0.22313016014842982,0.2,0.0,0.8,0.1574364023243325
4,45,53,7,180,10,3,0,0,0,2,1,1,1,1,0.4723665527410147,0.8,0.6845238095238095,0.25,0.5608704326806158
3,120,125,6,150,17,1,1,0,1,4,1,1,1,1,0.06392786120670757,0.6,0.25595238095238093,0.8,0.3602207882816876
2,30,134,11,180,10,1,1,0,1,5,1,1,1,1,0.7788007830714049,0.4,0.20238095238095233,0.16666666666666666,0.40270128047247916
4,45,157,8,180,8,4,0,0,0,1,1,1,1,1,1.0,0.8,0.06547619047619047,0.25,0.5749112818265143
2,30,128,8,120,13,3,1,1,0,5,1,1,1,1,0.2865047968601901,0.4,0.23809523809523814,0.25,0.32461744718638547
4,30,91,7,120,16,1,1,0,0,1,1,1,1,1,0.10539922456186433,0.8,0.45833333333333337,0.25,0.48760209073697786
3,30,139,10,30,21,5,0,0,0,3,1,1,1,1,0.06392786120670757,0.6,0.17261904761904767,1.0,0.3606402885264086
4,60,107,8,180,9,5,1,0,1,4,1,1,1,1,0.7788007830714049,0.8,0.36309523809523814,0.3333333333333333,0.6236461148230454
3,120,147,10,120,21,2,0,0,0,2,1,1,1,1,0.06392786120670757,0.6,0.125,1.0,0.27911008695580775
1,45,125,7,180,8,6,0,0,0,4,1,1,1,1,0.7788007830714049,0.2,0.25595238095238093,0.25,0.3512835742756391
1,60,161,11,120,18,0,0,1,0,1,1,1,1,1,0.17377394345044514,0.2,0.04166666666666663,0.5,0.17312223340866992
4,45,141,8,60,9,1,1,1,0,1,1,1,1,1,0.7788007830714049,0.8,0.1607142857142857,0.75,0.6204720410527571
2,30,131,10,150,15,0,0,1,0,4,1,1,1,1,0.2865047968601901,0.4,0.22023809523809523,0.2,0.3156871797889979
5,30,87,7,120,13,2,1,0,1,5,1,1,1,1,0.22313016014842982,1.0,0.4821428571428571,0.25,0.5760775745584258
4,45,117,7,90,20,6,0,0,0,0,1,1,1,1,0.06392786120670757,0.8,0.3035714285714286,0.5,0.36046755216595866
4,90,104,7,180,16,3,0,0,0,4,1,1,1,1,0.10539922456186433,0.8,0.38095238095238093,0.5,0.438154620548237
2,30,111,9,150,19,1,0,0,0,5,1,1,1,1,0.0820849986238988,0.4,0.3392857142857143,0.2,0.2904182767098735
4,30,108,9,60,22,3,1,0,0,0,1,1,1,1,0.06392786120670757,0.8,0.3571428571428571,0.5,0.41774588136100743
2,60,113,7,120,9,6,0,0,0,4,1,1,1,1,0.6065306597126334,0.4,0.32738095238095233,0.5,0.37309680019104247
5,30,69,7,180,6,0,1,0,0,4,1,1,1,1,0.7788007830714049,1.0,0.5892857142857143,0.16666666666666666,0.7296395270798558
2,60,123,10,120,15,5,0,0,1,1,1,1,1,1,0.2865047968601901,0.4,0.2678571428571429,0.5,0.3463824314506284
3,90,101,7,90,16,0,0,1,0,0,1,1,1,1,0.10539922456186433,0.6,0.39880952380952384,1.0,0.4103832021514225
3,90,84,7,180,12,4,1,1,1,2,1,1,1,1,0.2865047968601901,0.6,0.5,0.5,0.5276460607420937
5,30,98,8,120,8,2,1,0,0,0,1,1,1,1,1.0,1.0,0.41666666666666663,0.25,0.7144353523463914
5,45,140,11,60,7,0,0,0,0,4,1,1,1,1,0.36787944117144233,1.0,0.16666666666666663,0.75,0.5445187122882617
2,150,127,6,180,13,1,1,0,1,5,1,1,1,1,0.17377394345044514,0.4,0.24404761904761907,0.8333333333333334,0.3207059071431137
3,150,161,10,150,17,4,1,1,0,0,1,1,1,1,0.17377394345044514,0.6,0.04166666666666663,1.0,0.3455497984016377
5,60,99,9,90,22,3,0,1,1,4,1,1,1,1,0.06392786120670757,1.0,0.4107142857142857,0.6666666666666666,0.5861065925755198
1,60,147,10,60,15,0,1,1,1,4,1,1,1,1,0.2865047968601901,0.2,0.125,1.0,0.31986753693886316
4,90,165,7,120,10,6,1,0,0,1,1,1,1,1,0.4723665527410147,0.8,0.017857142857142905,0.75,0.4463459356740301
